,author_last,author_first,title,year,genre_3,filename,beginnings
577,Kabel, Walther,Die Kaschemme Mutter Binks,1925,"Krimis, Thriller, Spionage",Walther_Kabel_-_Die_Kaschemme_Mutter_Binks.txt,"In einem unbeleuchteten Zimmer saßen an einem regnerischen, stürmischen Juniabend drei Personen eng beieinander und besprachen in gedämpftem Ton, der das Geheimnisvolle dieser Zusammenkunft noch erhöhte, unklare Dinge in ebenso unklaren Andeutungen."
578,Glaßbrenner, Adolf,Skizzen und Gedichte,1848,"Romane, Novellen und Erzählungen",Adolf_Glaßbrenner_-_Skizzen_und_Gedichte.txt,"Unter allen Plebejern des stolzen Berlins verdienen sie als die zahlreichste und merkwürdigste Klasse zuerst genannt zu werden; wer je durch die großen und schönen Straßen der preußischen Residenz gewandelt ist, dem wird gewiß diese komische Nation aufgefallen sein, die sich durch ihre Sitten, durch ihren immerwährenden Durst, durch ihre Faulheit und ihre grenzenlose Gleichgültigkeit gegen Alles, was in ihnen und um sie vorgeht, (mit Ausnahme von Prügeleien) und durch einen handfesten Witz auszeichnen."
579,Spielhagen, Friedrich,Die von Hohenstein. Dritter Band,1864,"Romane, Novellen und Erzählungen",Friedrich_Spielhagen_-_Die_von_Hohenstein._Dritter_Band.txt,Der kurze Wintertag ging zu Ende.
580,Heiberg, Hermann,Todsünden,1891,"Romane, Novellen und Erzählungen",Hermann_Heiberg_-_Todsünden.txt,"Es war Herbstzeit, doch bisher hatte kein Sturm die Bäume ihrer Blätter entkleidet."
581,Heun, Carl,Der Blutschatz,1824,"Romane, Novellen und Erzählungen",H._Clauren_-_Der_Blutschatz.txt,Bei Prelloni waren frische Austern angekommen.
582,Ettlinger, Karl,Der Widerspenstigen Zähmung,1919,"Romane, Novellen und Erzählungen",Karl_Ettlinger_-_Der_Widerspenstigen_Zähmung.txt,"Ich will es lieber gleich sagen, da es sich ja doch im Laufe der Geschichte herausstellt: Frau Borges war ein Drache."
583,Hegeler, Wilhelm,Die goldene Kette,1915,"Romane, Novellen und Erzählungen",Wilhelm_Hegeler_-_Die_goldene_Kette.txt,"So« sagte Frau Tann zu sich, »das hätten wir mal wieder geschafft.« "
584,Werfel,Franz,Das Trauerhaus,1933,"Romane, Novellen und Erzählungen",Franz_Werfel_-_Das_Trauerhaus.txt,"Es wäre eine Nacht geworden wie jede andre, wenn nicht zwei einschneidende Ereignisse ihren Gang gestört hätten."
585,Heym, Georg,Der Dieb,1913,"Romane, Novellen und Erzählungen",Georg_Heym_-_Der_Dieb.txt,Am 5. Oktober sollten die Brotkarren aus der Provence nach Paris kommen.
586,Bauberger, Wilhelm,Erzählungen und Mährchen,1867,"Märchen, Sagen, Legenden",Wilhelm_Bauberger_-_Erzählungen_und_Mährchen.txt,"Zorn und Necken sind leider die gewöhnlichsten, aber auch die gefährlichsten Fehler unter der Jugend."
587,Hausrath, Adolf,Elfriede,1885,"Romane, Novellen und Erzählungen",Adolf_Hausrath_-_Elfriede.txt,"»Heile mich, Vater der Liebe«, sprach die Seele zu ihrem Schöpfer."
588,Alexis, Willibald,Kriminalfälle des neuen Pitaval,1832,Historische Kriminalromane und -fälle,Willibald_Alexis_|_Julius_Eduard_Hitzig_-_Kriminalfälle_des_neuen_Pitaval.txt,"Zu Anfang der sechziger Jahre des 18. Jahrhunderts sah man in der Uckermark, Priegnitz und auch im benachbarten Mecklenburgischen einen Mann herumstreifen, dessen Kleidung und Wesen nicht viel von einem Bettler verschieden war."
589,Sock, Paul,Eskimomärchen,1921,"Märchen, Sagen, Legenden","Sock,_Paul_-_Eskimomärchen-38972.txt",In den ersten Tagen war die ganze Erdoberfläche mit Ausnahme eines sehr hohen Berges in ihrer Mitte überflutet.
590,Zschokke, Heinrich,Die Branntweinpest,1837,"Romane, Novellen und Erzählungen",Heinrich_Zschokke_-_Die_Branntweinpest.txt,"Auf meiner Reise von England machte ich eines Tages angenehme Bekanntschaft, in einem Gasthof, mit einem liebenswürdigen jungen Herrn. Er fiel mir eben so sehr auf durch seine männliche Schönheit und durch Anmuth seines Betragens, als durch sein niedergeschlagenes Wesen."
591,Waldau, Max,Aus der Junkerwelt,1850,"Romane, Novellen und Erzählungen",Max_Waldau_-_Aus_der_Junkerwelt.txt,Was über den Gräbern vorging. 
592,Ungern-Sternberg, Alexander von,Lessing,1834,"Romane, Novellen und Erzählungen",Alexander_von_Ungern-Sternberg_-_Lessing.txt,"Es war spät am Abend, ein heftiger Sturm schüttelte an den Fenstern und Thüren des alten herrschaftlichen Schlosses; die Dienerschaft hatte sich, da ihr Tagesgeschäft fast vollendet war, in einen entfernten Theil des weitläufigen Baues zurückgezogen, und saß hier um die Flamme des Ofens in behagliche Gruppen vertheilt."
593,Wassermann, Jakob,Die Geschichte der jungen Renate Fuchs,1901,"Romane, Novellen und Erzählungen",Jakob_Wassermann_-_Die_Geschichte_der_jungen_Renate_Fuchs.txt,"In der Mitte des September ereignete sich ein ungeheuerlicher Vorfall, von welchem einige Tage lang ganz München sprach. "
594,Ganghofer, Ludwig,Edelweißkönig,1886,"Romane, Novellen und Erzählungen",Ludwig_Ganghofer_-_Edelweißkönig.txt,"Von der Bergseite des Tales kam ein Jäger über die Wiesen her, deren junges Grün in der Nachmittagssonne einen Glanz wie Metall bekam."
595,Heine, Thomas Theodor,Ich warte auf Wunder,1945,"Humor, Satire",Thomas_Theodor_Heine_-_Ich_warte_auf_Wunder.txt,Das Mädchen fuhr mich im Kinderwagen in den Park.
596,Karrillon, Adam,Erlebnisse eines Erdenbummlers,1923,Romanhafte Biographien,Adam_Karrillon_-_Erlebnisse_eines_Erdenbummlers.txt,"Als ich im Jahre 1853 am 12. Mai das Licht der Welt erblickte, gab es in Waldmichelbach noch viele ungläubige Menschen. Da waren solche, die weder an den Teufel glaubten noch auch an den Bestand einer deutschen Republik (man bedenke, es war nicht gar lange nach der badischen Revolution), ja es fanden sich unter den Ur-Eingeborenen sogar solche, die nicht glauben wollten, daß man ohne Pferdevorspann einen Wagen von einem Platz zum andern bringen könne. Das alles hatte seine guten Gründe: Mein Geburtsort lag dazumal noch schwer ersteigbar im sogenannten Überwald. Vom Dorfe Kreidach bis zur Wasserscheide vom Rhein und Neckar herauf führte der sogenannte Kirchweg, der zur Regenzeit mehr einem Bachbett glich als einer Straße und nur an den seltenen Gerichtstagen einmal von dem Lederwagen eines Darmstädter Advokaten erstiegen worden war. Dieser westliche Zugang verband damals meine Zeitgenossen mit den großen Völkerstraßen den Rhein entlang und brachte ab und zu die spärliche Kunde von Neuigkeiten, die sich in der Welt ereigneten, während sich von Süden her, den Olfenbach entlang, zumeist vor den Quatember-Fasttagen, die Hirschhorner Fischfrau heraufarbeitete und neben der Neuigkeit, daß von Heidelberg nach Mannheim eine Eisenbahn laufe, ihre Weißfische zum Verkaufen anbot. Die wenigen Welterfahrenen im Dorfe hatten einen schweren Stand gegen das bodenständige Vorurteil. Man hielt die Besserwisser für Aufschneider und wenn der Blaufärber vor seiner Indigolösung sang: »Zu Straßburg auf der Schanz, da ging mein Trauern an,« so glaubte man ihm seine Worte nicht und wollte ihm nachweisen, daß er die ganzen zwei Jahre seiner Abwesenheit von der Heimat auf der Tuchbleiche zu Altneudorf verlebt habe, mit dem Forellenstehlen aus dem Steinachbache beschäftigt. Als ich mich zu diesen Menschen an den Tagen der Eisheiligen versetzt fühlte, fror es mich ein wenig, und da mir der Geruch einer eben ausgeblasenen Rüböllampe unangenehm in die Nase stach, so fing ich an zu winseln. »Göttliche Gerechtigkeit,« schrie die Hebamme, »der Junge ist schon über eine Stunde auf der Welt und hat noch keinen warmen Löffelstiel übers Herz gebracht."
