,author_last,author_first,title,year,genre_3,filename,beginnings
807,Mann, Heinrich,Professor Unrat,1905,"Romane, Novellen und Erzählungen",Heinrich_Mann_-_Professor_Unrat.txt,"Da er Raat hieß, nannte die ganze Schule ihn Unrat."
808,Boy-Ed, Ida,Stille Helden: Roman,1914,"Romane, Novellen und Erzählungen","Boy-Ed,_Ida_-_Stille_Helden:_Roman-29738.txt","Eine Frühlingsnacht endete, und das neue Tagewerk begann."
809,Hesse, Hermann,Klingsors letzter Sommer,1920,"Romane, Novellen und Erzählungen","Hesse,_Hermann_-_Klingsors_letzter_Sommer-42338.txt","Manchmal handeln wir, gehen aus und ein, tun dies und das, und es ist alles leicht, unbeschwert und gleichsam unverbindlich, es könnte scheinbar alles auch anders sein. "
810,Roth, Joseph,Hotel Savoy,1924,"Romane, Novellen und Erzählungen",Joseph_Roth_-_Hotel_Savoy.txt,Ich komme um zehn Uhr vormittags im Hotel Savoy an.
811,Gotthelf,Jeremias,Der Besuch,1854,"Romane, Novellen und Erzählungen",Jeremias_Gotthelf_-_Der_Besuch.txt,"Sommer wars, nach dem Heuet ungefähr, denn die Wiesen waren frisch gemäht, und im Felde stund noch das Korn."
812,Ortmann, Reinhold,Das goldene Kalb,1903,"Krimis, Thriller, Spionage",Reinhold_Ortmann_-_Das_goldene_Kalb.txt,"Der lange Assessor Valentini, dessen Magerkeit noch niemals so auffällig gewesen war als heute, wo ihm der vom Amtsrichter ausgeliehene Pelz in abenteuerlichen Falten um die dürren Glieder schlotterte, hatte seit dem letzten Examen keinen so sauern Tag mehr gehabt wie diesen."
813,Lindau, Paul,Toggenburg,1883,"Romane, Novellen und Erzählungen",Paul_Lindau_-_Toggenburg.txt,Um die zehnte Morgenstunde war Gustav Wöhringen in übelster Laune erwacht.
814,Ball, Hugo,Flametti: oder vom Dandysmus der Armen,1918,"Romane, Novellen und Erzählungen","Ball,_Hugo_-_Flametti:_oder_vom_Dandysmus_der_Armen-2889.txt","Flametti zog die Hosen an, spannte die Hosenträger und brachte durch mehrfaches Wippen der Beine die etwas straff ansetzende Hosennaht in die angängigste Lage."
815,Perfall, Anton von,Das verlorene Paradies,1895,"Romane, Novellen und Erzählungen",Anton_von_Perfall_-_Das_verlorene_Paradies.txt,"Vielgelästeter, vielumwimmerter Herbst – der jedem Griesgram und Weltschmerzler zum Motto dienen muß –, grauer Entblätterer, nebelumwallter, feuchtkalter, schwermutsschwangerer Todesbote – verzeih den kurzsichtigen, hinter kalten Mauern Verbannten, die dir nie in das frische, männlich trotzige Antlitz geschaut und keine Ahnung haben, daß es dasselbe ist, dessen wonniges Lächeln sie vor wenigen Monaten entzückte. "
816,Nithack-Stahn, Walther,Der letzte Tag,1931,Science Fiction,Walther_Nithack-Stahn_-_Der_letzte_Tag.txt,Um den runden Tisch die ernste Gemeinde in tiefem Schweigen.
817,Perutz, Leo,Zwischen neun und neun,1918,"Romane, Novellen und Erzählungen","Perutz,_Leo_-_Zwischen_neun_und_neun-36901.txt","Die Greislerin in der Wiesengasse, Frau Johanna Püchl, trat an diesem Morgen gegen halb acht Uhr aus dem Laden auf die Straße."
818,Hennings, Emmy,Das irdische Paradies und andere Legenden,1945,"Märchen, Sagen, Legenden",Emmy_Ball-Hennings_-_Das_irdische_Paradies_und_andere_Legenden.txt,"Die vorliegende Legendensammlung, die aus verschiedenen, frühen Quellen geschöpft wurde, will nicht als kritischer Beitrag für die Literaturgeschichte der Legende betrachtet werden."
819,Hackländer, Friedrich Wilhelm,Eugen Stillfried – Zweiter Band,1863,"Romane, Novellen und Erzählungen",Friedrich_Wilhelm_Hackländer_-_Eugen_Stillfried_–_Zweiter_Band.txt,"Jungfer Clementine Strebeling erhält einen Brief und findet sich in Folge desselben bewogen, die Liebe ihrer Freundin zu unterstützen."
820,Alexis, Willibald,Der Neue Pitaval,1883,Historische Kriminalromane und -fälle,Willibald_Alexis_-_Der_Neue_Pitaval.txt,"Mancher unserer Leser wundert sich vielleicht darüber, daß wir in der Ueberschrift von einem Räuberleben in Deutschland aus den letzten Jahren sprechen."
821,Werner, Elisabeth,Gesprengte Fesseln - Verdächtig,1902,"Romane, Novellen und Erzählungen",Elisabeth_Werner_-_Gesprengte_Fesseln_-_Verdächtig.txt,ElDer Vorhang sank unter dem Beifallssturme des ganzen Hauses.
822,Falke, Gustav,Die Stadt mit den goldenen Türmen,1912,Romanhafte Biographien,Gustav_Falke_-_Die_Stadt_mit_den_goldenen_Türmen.txt,"In Lübeck bin ich geboren, im Schatten von Sankt Marien."
823,Schmidt, Maximilian,Meister Martin,1895,"Romane, Novellen und Erzählungen",Maximilian_Schmidt_-_Meister_Martin.txt,Das bayrisch-böhmische Grenzgebirge ist ungemein quellenreich und entsendet zahlreiche Gewässer nach allen Richtungen.
824,Hesse, Hermann,Knulp: Drei Geschichten aus dem Leben Knulps,1915,"Romane, Novellen und Erzählungen","Hesse,_Hermann_-_Knulp:_Drei_Geschichten_aus_dem_Leben_Knulps-17622.txt","Anfang der neunziger Jahre mußte unser Freund Knulp einmal mehrere Wochen im Spital liegen, und als er entlassen wurde, war es Mitte Februar und scheußliches Wetter, so daß er schon nach wenigen Wandertagen wieder Fieber spürte und auf ein Unterkommen bedacht sein mußte. "
825,Mader,Friedrich Wilhelm,Die Tote Stadt,1923,"Romane, Novellen und Erzählungen",Friedrich_Wilhelm_Mader_-_Die_Tote_Stadt.txt,"Die Tote Stadt entstand zu einer Zeit, da die Südpolarforschung völlig vernachlässigt wurde."
826,Gotthelf, Jeremias,Wie fünf Mädchen im Branntwein jämmerlich umkommen,1838,"Romane, Novellen und Erzählungen",Jeremias_Gotthelf_-_Wie_fünf_Mädchen_im_Branntwein_jämmerlich_umkommen.txt,"Der Verfasser hatte über das Branntweintrinken ein Lustspiel gelesen, welches mit einer Heirat und einem frohen Mahle schließt."
827,Böhlau, Helene,Halbtier!,1899,"Romane, Novellen und Erzählungen",Helene_Böhlau_-_Halbtier!.txt,"Fernes Gewittergrollen verliert sich im lauten Treiben des Menschenstroms, der die schwülen Straßen füllt."
828,Lindau, Paul,Der König von Sidon,1898,"Romane, Novellen und Erzählungen",Paul_Lindau_-_Der_König_von_Sidon.txt,"Zum dritten Male las Andreas langsam und bedächtig die lakonische Meldung aus Konstantinopel, die der Telegraphenbote vor einer halben Stunde bei ihm abgegeben hatte."
829,Hegner, Ulrich,Die Molkenkur,1812,"Romane, Novellen und Erzählungen",Ulrich_Hegner_-_Die_Molkenkur.txt,"Diese Briefe des alten Obersten von N...land sind durch die Folge der Zeit wieder aus dem nördlichen Deutschland, wohin sie vor einigen Jahren geschrieben wurden, in die Schweiz zurückgekommen."
830,Reiser, Hans,Yatsuma,1926,"Humor, Satire",Hans_Reiser_-_Yatsuma.txt,"Die Straße Die Straße, in der Yatsuma wohnte, bis zu dem Tag, an dem er sein neues Leben begann, was sich mancher jeden Tag vornimmt, hat zwei verschiedene Gesichter."
831,Decken, Auguste von der,Die jüngeren Prinzen,1894,"Romane, Novellen und Erzählungen",Auguste_von_der_Decken_-_Die_jüngeren_Prinzen.txt,Am Fenster des alten herzoglichen Jagdschlosses Katelnburg stand ein Mann und blickte sinnend in die abendliche Landschaft hinaus.
832,Mühlbach, Luise,Berlin und Sanssouci oder Friedrich der Große und seine Freunde. Erstes Buch,1858,Historische Romane und Erzählungen,Luise_Mühlbach_-_Berlin_und_Sanssouci_oder_Friedrich_der_Große_und_seine_Freunde._Erstes_Buch.txt,"Es war ein wundervoller Maientag; die Sonne, eben erst aufgegangen, hatte die Blüten und das frische Grün des Gartens von Charlottenburg noch nicht gewelkt, sondern nur erquickt zu neuem Blühen und Grünen."
833,Wolzogen, Ernst von,Der Kraft-Mayr,1897,"Romane, Novellen und Erzählungen",Ernst_v._Wolzogen_-_Der_Kraft-Mayr.txt,"In einem der ältesten Häuser am Luisenplatz in Berlin, drei Treppen hoch, bewohnte der Pianist Florian Mayr ein möbliertes Zimmer bei der Magistratssekretärswitwe Stoltenhagen."
834,Skowronnek, Richard,Das bißchen Erde,1913,"Romane, Novellen und Erzählungen",Richard_Skowronnek_-_Das_bißchen_Erde.txt,"Der alte Lentz und Miken Dannappel, die Köchin, die schon den Eltern des Grafen Malte in Treue gedient hatten, standen auf der Freitreppe des Vellahner Schlosses und erwarteten die Heimkehr ihres jungen Herrn."
835,Brentano, Clemens,Aus der Chronika eines fahrenden Schülers (Zweite Fassung),1818,"Romane, Novellen und Erzählungen",Clemens_Brentano_-_Aus_der_Chronika_eines_fahrenden_Schülers_(Zweite_Fassung).txt,"Ich habe dieses aber nicht allein bei dem Anblick dieses schwindelhohen Turmes empfunden, sondern auch bei gar lieblichen und feinen Werken, von welchen ich nur nennen will die überaus feinen und natürlichen Gemälde des Malers Wilhelm in Köln, der von den Meistern als der beste Meister in allen deutschen Landen geachtet wird, denn er malet einen jeglichen Menschen von aller Gestalt, als lebe er."
836,Dahn, Felix,Odhins Rache - Friggas Ja - Die Finnin,1896,"Romane, Novellen und Erzählungen",Felix_Dahn_-_Odhins_Rache_-_Friggas_Ja_-_Die_Finnin.txt,"Still, wie träumend in trauerschwerem Schweigen, lag Gladhsheim, Odhins Haus, das doch von der Freude den Namen führt, in Asgardh."
837,Madeleine,Marie,Pantherkätzchen,1913,"Romane, Novellen und Erzählungen",Marie_Madeleine_-_Pantherkätzchen-63933.txt,"Das Königskleid der Wintereinsamkeit strahlte in der Sonne, weit über das Land war es gebreitet, — alle Unebenheiten, allen Schmutz des Alltags deckte es zu."
838,Löns,Hermann,Dahinten in der Heide,1909,"Romane, Novellen und Erzählungen",Hermann_Löns_-_Dahinten_in_der_Heide.txt,"Der Südwind strich warm über den Kopf des hohen Heidbrinkes und bewegte die Zweige der Hängebirke, die voll von Blütenkätzchen und jungen Blättern waren, hin und her."
839,Beer, Johann,Teutsche Winter-Nächte,1682,"Romane, Novellen und Erzählungen",Johann_Beer_-_Teutsche_Winter-Nächte.txt,"Ehe und bevor wir zu diesem Werk schreiten, ist notwendig zu wissen, daß dieser ganze Entwurf mehr einer Satyra als Histori ähnlich siehet."
840,Busse, Carl,Winkelglück,1916,"Romane, Novellen und Erzählungen",Karl_Busse_-_Winkelglück.txt,"Dies soll ein fröhliches Buch sein, und wenn es nach meinem Wunsch und Willen geht, schenkt es diesem und jenem ein Lächeln."
841,Landsberger, Artur,Das Blut,1921,"Romane, Novellen und Erzählungen",Artur_Landsberger_-_Das_Blut.txt,"Johannes van Gudry kniff die Augen zusammen, stützte den Kopf in die Hand und spitzte die Ohren."
842,Meißner, August Gottlieb,Die Seelen-Folter,1783,"Krimis, Thriller, Spionage",August_Gottlieb_Meißner_-_Die_Seelen-Folter.txt,"Katharina H. war eine achtzehn- bis neunzehnjährige, von Gestalt nicht uneben, von Denkungsart ziemlich wollüstige, böhmische Landdirne."
843,Richter, Jean Paul,Grönländische Prozesse,1783,"Romane, Novellen und Erzählungen",Jean_Paul_-_Grönländische_Prozesse.txt,"Eine Priesterin der Venus, die ihre lezten Reize auf den weichen Altären ihrer Göttin geopfert, und deren Schönheit kein Käufer der Wollust eines verstohlnen Wunsches mehr würdigt, ist darum noch nicht auf dem Wege, gegen die alte Schande den Ruhm der Besserung einzutauschen, und auf den sichtbaren Wink der neuen Häslichkeit den Dienst des Vergnügens zu verlassen."
844,Pestalozzi, Johann Heinrich,Fabeln aus: Figuren zu meinem ABC-Buch oder über die Anfangsgründe meines Denkens,1797,"Märchen, Sagen, Legenden",Johann_Heinrich_Pestalozzi_-_Fabeln_aus:_Figuren_zu_meinem_ABC-Buch_oder_über_die_Anfangsgründe_mein.txt,"Wir sind doch unglücklich, daß aus unserem Tale kein Ausweg stattfindet – also jammerten Schafe und Kühe in einer eingeschlossenen Bergweide."
845,Bock, Alfred,Der Flurschütz,1901,"Romane, Novellen und Erzählungen",Alfred_Bock_-_Der_Flurschütz.txt,"Der Pfarrer ergriff die Schaufel, warf langsam mit abgemessener Bewegung dreimal Erde auf den Sarg und sprach: »Von Erde bist du gekommen, zur Erde sollst du wieder werden, Jesus Christus, unser Erlöser, wird dich auferwecken am jüngsten Tag.« "
846,Schirokauer, Alfred,Alarm,1930,"Krimis, Thriller, Spionage",Alfred_Schirokauer_-_Alarm.txt,"John Rutland warf die Serviette auf den Tisch, der Butler zog den Stuhl unter ihm fort."
847,Prutz, Robert Eduard,Das Engelchen. Dritter Theil,1851,"Romane, Novellen und Erzählungen",Robert_Prutz_-_Das_Engelchen._Dritter_Theil.txt,So war wieder eine Reihe von Wochen ins Land gegangen und das verhängnißvolle Weihnachtsfest stand dicht vor der Thür.
848,Barthel, Max,Das unsterbliche Volk,1933,"Romane, Novellen und Erzählungen",Max_Barthel_-_Das_unsterbliche_Volk.txt,"Der Mensch ist ein Geschöpf, das ja sagt und hofft."
849,Spielhagen, Friedrich,Alles fließt,1897,"Romane, Novellen und Erzählungen",Friedrich_Spielhagen_-_Alles_fließt.txt,Frau Regine seufzte leise in sich hinein.
850,Hermann, Georg,Einen Sommer lang,1917,"Romane, Novellen und Erzählungen",Georg_Hermann_-_Einen_Sommer_lang.txt,"Diese Geschichte, die eigentlich keine Geschichte ist, hat eine Vorgeschichte."
851,Werner, Elisabeth,Siegwart,1909,"Romane, Novellen und Erzählungen",Elisabeth_Werner_-_Siegwart.txt,"Von der sonnigen Höhe kamen zwei Bergwanderer, den Rucksack über der Schulter, den Bergstock in der Hand, und die Ausrüstung des Führers, der mit Seil und Pickel folgte, zeigte, daß sie von einer Hochtour kamen."
852,Steinmüller, Paul,Von Erde zu Erde,1934,"Romane, Novellen und Erzählungen",Paul_Steinmüller_-_Von_Erde_zu_Erde.txt,Mariä Lichtmeß brachte helles Wetter. 
853,Feuerbach, Paul Johann Anselm Ritter von,Merkwürdige Verbrechen in aktenmäßiger Darstellung,1849,Historische Kriminalromane und -fälle,Anselm_Ritter_von_Feuerbach_-_Merkwürdige_Verbrechen_in_aktenmäßiger_Darstellung.txt,"Zu Nürnberg, in der großen, sehr gangbaren Königsstraße, wohnte im eigenen Haus Christoph Bäumler, ein achtbarer Bürger, der das dort so genannte Geschäft der Großpfragnerei betrieb, das im Handel mit Mehl, Hülsenfrüchten, Kerzen und dergleichen besteht, womit zugleich das Recht einer Branntweinschenke verbunden ist."
854,Voß, Richard,Die Auferstandenen – Zweiter Band,1890,"Romane, Novellen und Erzählungen",Richard_Voß_-_Die_Auferstandenen_–_Zweiter_Band.txt,"Mehr und mehr arbeitete sich Anna Pawlowna in einen Gemütszustand hinein, der ihr allmählich gefährlich zu werden drohte. "
855,Mörike, Eduard,Mozart auf der Reise nach Prag,1856,Romanhafte Biographien,Eduard_Mörike_-_Mozart_auf_der_Reise_nach_Prag.txt,"Im Herbst des Jahres 1787 unternahm Mozart in Begleitung seiner Frau eine Reise nach Prag, um ›Don Juan‹ daselbst zur Aufführung zu bringen"
856,Harich, Walter,Der Aufstieg,1972,"Romane, Novellen und Erzählungen",Walther_Harich_-_Der_Aufstieg.txt,"Natürlich konnte der alte Amende nicht wie die andern Menschen zur polnischen Vorstadt hinunterlaufen, um dem Einzug des neuen Postvorstehers zuzusehen, obwohl er gern gewußt hätte, was das für Leute sind."
857,Zschokke, Heinrich,Das Abenteuer der Neujahrsnacht,1823,"Romane, Novellen und Erzählungen",Heinrich_Zschokke_-_Das_Abenteuer_der_Neujahrsnacht.txt,"Mutter Käthe, des alten Nachtwächters Frau, schob am Silvesterabend um neun Uhr das Zugfensterlein zurück und steckte den Kopf in die Nacht hinaus."
858,Rosegger, Peter,Als ich noch der Waldbauernbub war,1900,"Romane, Novellen und Erzählungen",Peter_Rosegger_-_Als_ich_noch_der_Waldbauernbub_war.txt,"In meinem zwölften Lebensjahre wird es gewesen sein, als am Frühmorgen des heiligen Christabends mein Vater mich an der Schulter rüttelte: ich solle aufwachen und zur Besinnung kommen, er habe mir etwas zu sagen."
859,Benrath, Henry,Die Kaiserin Konstanze,1935,"Romane, Novellen und Erzählungen",Henry_Benrath_-_Die_Kaiserin_Konstanze.txt,"Spät noch hatte Barbarossa seinen Kanzler, den Erzbischof Christian von Mainz, zu einer Berichterstattung zu sich befohlen."
860,Langenscheidt,Paul,Taumel,1914,"Romane, Novellen und Erzählungen",Paul_Langenscheidt_-_Taumel.txt,Bill Petersen kam sich an der Dornerschen Tafel entschieden deplaciert vor.
861,Arnim, Achim von,Die Kronenwächter,1817,"Romane, Novellen und Erzählungen",Achim_von_Arnim_-_Die_Kronenwächter.txt,"Wieder ein Tag vorüber in der Einsamkeit der Dichtung! Die Glocke läutet Feierabend, und die Pflüger ziehen heim mit dem Gespann, führen und tragen behaglich die Kinder, die ihnen entgegen gegangen, und freuen sich ihrer Mühe in der Ruhe."
862,Hillern, Wilhelmine von,Am Kreuz,1890,"Romane, Novellen und Erzählungen",Wilhelmine_von_Hillern_-_Am_Kreuz.txt,"Im Garten zu Gethsemane war es, wo der wiederauferstandene Gottessohn sich als schlichter Gärtner der büßenden Sünderin zeigte. "
863,Kayser, Rudolf,Moses Tod: Legende,1921,"Romane, Novellen und Erzählungen","Kayser,_Rudolf_-_Moses_Tod:_Legende-52517.txt","Als man das Lager aufschlug, war es später Abend."
864,Ernst, Otto,Ein frohes Farbenspiel,1910,"Romane, Novellen und Erzählungen",Otto_Ernst_-_Ein_frohes_Farbenspiel.txt,"Wir waren eine regelrecht gemischte Gesellschaft: immer ein Mädel – ein Bursche, ein Mädel – ein Bursche u. s. w. "
865,Schwitzky, Ernst Bernhard Joseph Theodor,Das Geheimnis der Gioconda: Das Tagebuch des Diebes,1914,"Romane, Novellen und Erzählungen","Schwitzky,_Ernst_Bernhard_Joseph_Theodor_-_Das_Geheimnis_der_Gioconda:_Das_Tagebuch_des_Diebes-43733.txt","Als ich gestern auf dem Gare de l'Est den Wiener Schnellzug verließ, passierte mir etwas recht Seltsames und wenn man will, Rätselhaftes."
866,Gangl, Josef,Markus der Tor,1913,"Romane, Novellen und Erzählungen",Josef_Gangl_-_Markus_der_Tor.txt,In einer tannenschwarzen Höhenrunde ist ein waldfreier Hügel.
867,Koenig,Alma Johanna,Schibes,1920,"Romane, Novellen und Erzählungen",Peter_Geibel_-_Immer_uf_de_Bah!.txt,"Der Schmied stand mit weitgespreizten Beinen da, hielt ein funkensprühendes Stück Eisen mit der Feuerzange auf dem Amboß fest und hämmerte darauf los, daß es hallte."
868,Bechstein, Ludwig,Ludwig Bechsteins MärchenbuchMit 176 Holzschnitten nach Originalzeichnungen von Ludwig Richter,1853,"Märchen, Sagen, Legenden",Alma_Johanna_Koenig_-_Schibes.txt,"Es war einmal ein Schneiderlein, das saß in einer Stadt, die hieß Romadia; das hatte auf eine Zeit, da es arbeitete, einen Apfel neben sich liegen, darauf setzten sich viele Fliegen, wie das Sommerszeiten so gewöhnlich, die angelockt waren von dem süßen Geruch des Apfels."
869,Dominik, Hans,Das Erbe der Uraniden,1935,Science Fiction,Hans_Dominik_-_Das_Erbe_der_Uraniden.txt,Seit den ersten Morgenstunden tobte die Schlacht.
870,Goethe, Johann Wolfgang von,Wilhelm Meisters Lehrjahre,1795,"Romane, Novellen und Erzählungen",Johann_Wolfgang_von_Goethe_-_Wilhelm_Meisters_Lehrjahre.txt,"Die alte Barbara trat einigemal ans Fenster und horchte, ob die Kutschen nicht rasseln wollten."
871,Tieck, Ludwig,Leben des berühmten Kaisers Abraham Tonelli,1804,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Leben_des_berühmten_Kaisers_Abraham_Tonelli.txt,"Habe hier in meiner Einsamkeit und mitten unter meinen Regierungsgeschäften vernommen (weil mich auch stets für Literatur interessiere), daß man sich sehr um wunderbare Begebenheiten in Deutschland, meinem lieben Vaterlande, bekümmert."
872,Thoma, Ludwig,Bauerngeschichten,1908,"Romane, Novellen und Erzählungen",Ludwig_Thoma_-_Bauerngeschichten.txt,Vor beinahe 1800 Jahren hat der berühmteste aller Geschichtsschreiber mit vielem Wohlwollen und ehrlicher Bewunderung unsere Vorfahren geschildert.
873,Heyse, Paul,Die Witwe von Pisa,1865,"Romane, Novellen und Erzählungen","Heyse,_Paul_-_Die_Witwe_von_Pisa-9086.txt","Überhaupt scheint mir, daß Sie von den italienischen Frauen eine zu günstige Meinung haben."
874,Ernst, Otto,Frieden und Freude,1920,"Humor, Satire",Otto_Ernst_-_Frieden_und_Freude.txt,"Auf meinen täglichen Spaziergängen in O. begegnete mir mit vollkommener Regelmäßigkeit ein alter, hagerer Mann, der von Anfang an mein besonderes Interesse erregte, zunächst durch seine milden Züge, die durch ein Paar großer, schwärmender Augen belebt wurden, sodann durch die erstaunliche Akkuratesse, mit der er seinen offensichtlich schon lange nicht mehr neuen Anzug instand hielt."
875,Federer, Heinrich,Berge und Menschen,1911,"Romane, Novellen und Erzählungen",Heinrich_Federer_-_Berge_und_Menschen.txt,Der Ingenieur Emil Manuß schüttelte sich von den Achseln über den ganzen Rücken hinunter.
876,Fouqué, Friedrich de la Motte,Die wunderbaren Begebenheiten des Grafen Alethes von Lindenstein,1817,"Romane, Novellen und Erzählungen","Fouqué,_Friedrich_Baron_de_la_Motte_-_Die_wunderbaren_Begebenheiten_des_Grafen_Alethes_von_Lindenste.txt","In der trüben Zeit, wo durch Gottes damals unerforschlichen, jetzt aber wohl Allen, die Augen haben, klargewordnen Rathschluß ein dumpfzerdrückendes Band über unserm deutschen Vaterlande lag, und es mir beinahe vorkam, als seye für Männer von gesetzlichem Sinn die Bahn zu ächten Thaten durch ehrne Riegel verschlossen, – in der Zeit, wo ich die Lust und das Vertrauen für das Erdenleben nur durch die Aussicht auf beglücktere Nachkommen zu erhalten wußte, – in Mitten all dieses ängstigenden Leidens geschah es, daß ich die vorliegende Geschichte zu schreiben begann."
877,Frank, Leonhard,Die Ursache: Erzählung,1915,"Romane, Novellen und Erzählungen","Frank,_Leonhard_-_Die_Ursache:_Erzählung-46928.txt","Nach vierzehn unter der ständigen Beobachtung verbrachten Jahren, daß er eine entlarvte Illusion nach der andern für eine Portion Seelenschmutz hatte hingeben müssen, verspürte der vermögenslose Dichter Anton Seiler im Winter 1907, ohne die Ursache zu kennen, unvermittelt und heftig den Drang, von Berlin in die kleine Stadt zu reisen, wo er als Sohn eines Wagnergesellen auf die Welt gekommen war. "
878,Kraze,Frieda H. ,Maria am Meer,1923,"Romane, Novellen und Erzählungen",Friede_H._Kraze_-_Maria_am_Meer.txt,"Als Elsalill Jeß ein ganz kleines Mädchen war, hatte sie ein sonderbares Erlebnis."
879,Raabe, Wilhelm,Die Kinder von Finkenrode,1859,"Romane, Novellen und Erzählungen",Wilhelm_Raabe_-_Die_Kinder_von_Finkenrode.txt,"Schöner lächelt der Hain, silberner schwebt der Mond,       Und der ganze Olymp fleußt auf die Erd' herab!"
880,Schneider-Foerstl, Josephine,Die Liebe des Geigerkönigs Radanyi,1926,"Romane, Novellen und Erzählungen",Josephine_Schneider-Foerstl_-_Die_Liebe_des_Geigerkönigs_Radanyi.txt,"Pralle glutende Sommersonne über der Pußta! In der endlosen Weite zittert die hitzegeschwängerte Luft in schimmernden Wellen, wie schillernde Seide."
881,Panizza, Oskar,Visionen der Dämmerung,1914,Phantastische Literatur,Oskar_Panizza_-_Visionen_der_Dämmerung.txt,Im Januar 1891 wurde zu München die »Gesellschaft für modernes Leben« gegründet.
882,Riesbeck, Johann Kaspar,"Neue Briefe, für und wider das Mönchswesen - Zweiter Band",1781,"Romane, Novellen und Erzählungen","Johann_Kaspar_Riesbeck_-_Neue_Briefe,_für_und_wider_das_Mönchswesen_-_Zweiter_Band.txt","Seitdem ich die verzweifelten Bücher von den Mönchen, und allem dem, was dazu gehört, im Hause habe, habe ich keine leibliche Ruhe mehr."
883,Schreyvogel, Joseph,Samuel Brinks letzte Liebesgeschichte,1820,"Romane, Novellen und Erzählungen",Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte.txt,"»Die Achse hält den Weg noch zweimal aus«, schrie Paul, »macht nur den Riemen geschwind zurecht, daß wir fortkommen!« "
884,Baudissin, Wolf Graf von,Offiziers-Ehen,1907,"Romane, Novellen und Erzählungen",Freiherr_von_Schlicht_-_Offiziers-Ehen.txt,Leutnant Gillberg war mit seiner jungen Frau von der Hochzeitsreise zurückgekommen und hatte nun mit seiner Gattin die offiziellen Antrittsbesuche im Regiment gemacht. 
885,Salten, Felix,Die Dame im Spiegel,1920,"Romane, Novellen und Erzählungen",Felix_Salten_-_Die_Dame_im_Spiegel.txt,"Aber es ist ja gar nicht wahr, daß die Frauen so viel Geschmack haben, wie man immer behaupten hört; es ist gar nicht wahr, daß sie so viel Schick und Erfindungsgabe in ihrer Toilette entwickeln."
886,Meyer, Conrad Ferdinand,Jürg Jenatsch,1876,"Romane, Novellen und Erzählungen",Conrad_Ferdinand_Meyer_-_Jürg_Jenatsch.txt,"Die Mittagssonne stand über der kahlen, von Felshäuptern umragten Höhe des Julierpasses im Lande Bünden."
887,Blei, Franz,Die Frivolitäten des Herrn von D.,1924,"Romane, Novellen und Erzählungen",Franz_Blei_-_Die_Frivolitäten_des_Herrn_von_D..txt,Eigentlich hatte mich nur der Regen ins        Olympia getrieben.
888,Fontane,Theodor,Unterm Birnbaum,1885,"Krimis, Thriller, Spionage",Theodor_Fontane_-_Unterm_Birnbaum.txt,"Vor dem in dem großen und reichen Oderbruchdorfe Tschechin um Michaeli eröffneten Gasthaus und Materialwarengeschäft von Abel Hradscheck (so stand auf einem über der Tür angebrachten Schild) wurden Säcke, vom Hausflur her, auf einen mit zwei magern Schimmeln bespannten Bauerwagen geladen."
889,Weiß, Ernst,Die Vaterlosen oder Der Gefängnisarzt,1934,"Romane, Novellen und Erzählungen",Ernst_Weiß_-_Die_Vaterlosen_oder_Der_Gefängnisarzt.txt,"Im Herbst des Jahres 1923 wurde in einer vornehmen Villengegend von B., einer großen Stadt im deutschen Osten, ein Raubmord an einem alten Kriegsindustriellen und Grundstücksmakler, Jakob Zollikofer, genannt »Rosenfinger«, verübt, wobei dem Täter oder den Tätern große Geldbeträge in fremder Währung, aber auch einige tausend Mark in der neuen Rentenmark, zahlreiche teils deutsche, teils ausländische Wertpapiere und besonders viele kostbare Schmucksachen in die Hände gefallen sein mußten."
890,Heiberg, Hermann,Eine vornehme Frau,1886,"Romane, Novellen und Erzählungen",Hermann_Heiberg_-_Eine_vornehme_Frau.txt,Beim Oberst war eine große Fête angesagt.
891,Diebold, Bernhard,Italienische Suite,1939,"Romane, Novellen und Erzählungen",Bernhard_Diebold_-_Italienische_Suite.txt,"Es ist so viele Jahre her, daß meine Erzählung von jenem Wächter, der kein wahrer Wächter war, dem Manne nicht mehr schaden kann."
892,Hansjakob, Heinrich,Meine Madonna,1903,Romanhafte Biographien,Heinrich_Hansjakob_-_Meine_Madonna.txt,"Seitdem ich in den »Erinnerungen einer alten Schwarzwälderin« die Geschichte meines mütterlichen Großvaters und seiner Hausierliste geschrieben, sind alle Familienstücke, die ich besitze, unruhig und lebendig geworden."
893,Baumbach, Rudolf,Trug-Gold,1910,Historische Romane und Erzählungen,Rudolf_Baumbach_-_Trug-Gold.txt,Was sich im Wald begab.
894,Wildermuth, Ottilie,"Morgen, Mittag und Abend",1862,"Romane, Novellen und Erzählungen","Ottilie_Wildermuth_-_Morgen,_Mittag_und_Abend.txt","ch weiß nicht, ob andere Nationen so reich sind an Sprüchwörtern, die mißtrauisch gegen frühes Glück machen, wie wir bedachtsamen Deutschen."
895,Hoffmann, C.,Was der Afrikanische Großvater seinen Enkeln erzählt,1912,"Märchen, Sagen, Legenden",C._Hoffmann_-_Was_der_Afrikanische_Großvater_seinen_Enkeln_erzählt.txt,Großvater Moßutho sitzt am Herdfeuer auf der Lapa. 
